age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
35,1,203883,15,10,0,12,4,0,1,0,0,40,38
32,2,41210,11,9,2,2,0,0,0,0,0,40,38
30,5,190385,15,10,4,0,1,0,1,0,0,37,38
31,2,363130,11,9,4,7,4,1,0,0,0,18,38
49,5,207120,11,9,2,5,0,0,0,0,0,40,38
24,2,200295,15,10,4,2,1,0,0,0,0,40,38
61,2,180632,11,9,2,11,0,0,0,0,0,40,38
37,0,40955,15,10,4,7,3,0,0,0,0,40,23
68,2,107910,11,9,4,11,1,0,1,0,0,40,38
25,2,201481,9,13,4,3,1,0,1,0,0,40,38
22,2,100587,15,10,4,7,3,1,1,0,0,15,38
39,2,207824,11,9,4,5,3,0,0,0,0,60,38
38,2,166062,11,9,0,0,1,0,1,0,0,50,38
47,2,186539,15,10,2,7,0,0,0,0,0,10,38
35,1,433602,11,9,4,11,3,1,0,0,0,38,38
25,2,164488,15,10,4,5,3,0,0,0,0,40,38
25,2,252187,1,7,4,5,1,0,0,0,0,40,38
18,2,126913,15,10,4,7,3,0,1,0,0,12,38
46,2,206707,15,10,0,6,1,0,1,0,0,40,38
26,2,76996,15,10,4,6,1,1,1,0,0,38,38
29,2,148550,11,9,2,2,0,0,0,0,0,40,38
28,0,183151,7,12,2,0,0,0,0,0,0,60,38
29,2,168479,12,14,4,11,1,0,0,0,0,40,38
34,2,201156,1,7,4,2,1,0,1,0,0,30,38
43,2,84673,12,14,0,3,1,0,1,0,0,38,38
35,2,170617,11,9,4,6,4,1,1,0,0,48,38
26,2,115717,15,10,2,0,0,0,0,0,2051,40,38
76,2,204113,11,9,6,10,1,0,1,7896,0,18,38
63,2,84737,5,4,2,7,0,1,0,0,0,40,34
28,2,66473,11,9,2,6,0,0,0,0,0,40,38
24,2,329530,6,5,2,11,0,0,0,0,0,45,25
30,2,262994,15,10,0,2,1,1,0,0,0,40,38
47,1,154033,15,10,0,9,1,0,1,0,1876,40,38
27,5,41115,15,10,2,2,0,1,0,0,0,40,38
52,2,259583,11,9,2,0,0,0,0,0,0,40,38
47,1,319205,15,10,0,0,4,0,1,0,0,40,38
34,2,226385,12,14,0,3,4,1,1,0,0,40,38
54,2,229272,11,9,2,2,0,1,0,0,0,40,38
72,3,473748,15,10,2,3,0,0,0,0,0,25,38
27,2,660870,9,13,4,9,1,0,1,0,0,60,38
64,5,269512,9,13,0,12,1,0,0,0,0,40,38
57,2,176079,12,14,0,9,1,0,1,0,0,40,38
17,2,221129,6,5,2,7,0,0,0,0,0,40,38
40,5,175304,15,10,0,11,1,0,1,0,0,40,38
44,5,296326,9,13,4,0,1,0,0,0,0,40,38
17,2,163494,0,6,4,11,3,0,0,0,0,30,38
39,2,118429,15,10,0,11,1,0,0,0,0,40,38
26,2,109419,8,11,4,0,1,0,1,0,0,45,38
47,2,98524,4,3,2,6,0,0,0,0,0,40,38
32,4,337696,15,10,2,11,0,0,0,0,0,50,38
26,2,337940,4,3,4,13,1,0,0,0,0,40,25
18,4,454950,15,10,4,0,3,0,1,0,0,40,38
30,2,128016,9,13,4,3,1,0,1,0,0,55,38
19,2,87402,15,10,4,2,1,0,0,0,0,40,38
39,4,211785,11,9,4,2,3,1,1,0,0,20,38
31,2,433788,15,10,2,13,0,0,0,0,0,40,38
31,4,226624,6,5,2,2,0,0,0,0,0,60,38
46,2,153328,15,10,4,5,4,1,1,0,0,40,38
20,2,254547,11,9,4,0,1,1,1,0,0,35,27
58,4,81642,11,9,2,4,0,0,0,0,0,60,38
28,2,197905,11,9,2,2,0,0,0,0,0,50,38
42,3,282069,11,9,2,2,0,0,0,0,0,40,38
42,2,297335,7,12,3,3,4,1,1,0,0,31,24
17,2,313444,2,8,4,11,3,0,1,0,0,20,38
18,2,194059,2,8,4,0,3,0,0,0,0,40,38
20,2,161708,15,10,4,11,3,0,1,0,0,35,38
30,2,95639,1,7,4,5,2,1,0,0,0,40,38
66,4,262552,15,10,2,4,0,0,0,0,0,7,38
20,3,168165,15,10,2,6,0,0,0,0,0,40,38
29,2,240738,11,9,2,9,0,0,0,0,0,40,38
47,1,165822,15,10,0,13,4,0,0,0,0,40,38
25,2,235218,9,13,4,3,3,0,1,0,0,40,38
28,2,209109,11,9,4,2,3,0,0,0,0,50,38
56,2,235136,5,4,2,0,0,0,0,0,0,40,5
71,2,137499,11,9,6,11,2,0,1,0,0,16,38
45,2,185437,7,12,0,2,1,0,1,0,0,55,38
32,2,30433,9,13,4,12,2,0,1,0,0,72,38
28,2,410351,15,10,4,2,1,0,0,0,0,30,38
68,4,35468,12,14,2,9,0,0,0,0,0,24,38
31,2,208881,15,10,2,2,0,0,0,0,0,40,38
29,4,160786,0,6,2,2,0,0,0,0,0,35,38
33,2,286675,1,7,2,2,0,0,0,0,0,40,38
72,2,56559,11,9,2,11,0,0,0,0,0,12,38
23,2,111450,2,8,4,7,4,1,0,0,0,38,38
39,2,30875,9,13,0,11,4,0,1,0,0,40,38
28,2,145284,15,10,4,0,1,0,0,0,0,40,38
27,2,106935,15,10,5,11,1,0,0,0,0,40,38
18,2,262118,15,10,4,0,3,1,1,0,0,22,10
47,4,249585,15,10,2,2,0,0,0,0,0,30,38
28,2,172891,11,9,2,4,0,0,0,0,0,50,38
43,2,253759,11,9,0,0,4,1,1,0,0,45,38
49,2,24712,9,13,4,7,1,1,1,0,0,35,29
31,2,208798,11,9,2,2,0,0,0,0,0,40,38
64,2,271094,9,13,0,9,1,0,1,0,0,20,38
24,4,267396,9,13,4,11,1,0,0,0,0,40,38
33,2,183125,11,9,4,11,1,0,1,0,0,45,38
30,1,177828,9,13,5,9,1,0,0,0,0,40,38
27,2,198188,11,9,2,0,0,0,0,2580,0,45,38
66,2,207917,5,4,2,7,0,1,0,1797,0,20,38
37,2,182148,9,13,4,7,1,0,0,0,0,39,38
43,2,191149,11,9,0,3,1,0,1,0,0,40,38
28,3,109001,9,13,4,3,3,0,0,0,0,60,38
33,1,189145,9,13,4,9,1,0,1,0,0,20,38
20,2,303565,15,10,4,5,3,1,0,0,0,40,10
22,2,362589,7,12,4,11,1,0,1,0,0,15,38
18,2,110230,1,7,4,5,3,0,0,0,0,5,38
39,2,153949,11,9,2,7,0,0,0,0,0,30,38
27,2,37754,15,10,2,4,0,0,0,0,0,80,38
43,2,55764,15,10,4,5,4,1,0,0,0,40,38
23,2,38707,15,10,2,13,0,0,0,0,0,60,38
37,5,191779,15,10,2,2,0,0,0,0,0,40,38
23,1,238384,11,9,4,0,3,0,1,0,0,40,38
18,1,243240,15,10,4,7,3,0,0,0,0,15,38
21,2,175800,11,9,4,9,4,0,1,0,0,55,38
64,4,46366,15,10,6,3,1,0,1,0,0,60,38
53,2,108836,6,5,2,13,0,0,0,0,0,40,38
23,2,174626,11,9,4,5,3,0,0,0,0,25,38
51,1,230767,7,12,4,0,1,0,0,0,0,38,4
47,2,285200,11,9,2,2,0,0,0,0,0,40,38
39,2,290922,12,14,4,9,3,0,1,0,0,40,38
71,2,29770,15,10,6,7,1,0,1,0,0,28,38
23,2,133061,11,9,2,11,0,0,0,0,0,80,38
18,1,146586,11,9,4,7,3,0,0,0,0,60,38
32,2,187901,8,11,4,3,1,0,1,0,0,23,38
43,4,126320,11,9,2,3,0,1,0,0,0,40,38
33,2,117983,11,9,4,0,1,0,1,0,0,41,38
23,2,239322,11,9,0,11,1,0,0,0,0,40,38
38,2,299810,11,9,2,5,0,1,0,0,0,40,38
23,2,262744,15,10,4,0,3,0,0,0,0,40,38
34,2,212064,11,9,5,0,4,0,1,7443,0,35,38
33,2,159929,11,9,2,2,0,0,0,0,0,40,38
47,1,336274,11,9,0,7,1,0,1,0,0,40,38
23,2,259109,7,12,2,7,5,0,1,0,0,40,32
42,4,170721,11,9,2,2,0,0,0,0,2002,40,38
21,2,253190,11,9,4,7,3,0,0,0,0,40,38
24,2,109307,11,9,4,11,3,0,0,0,0,45,38
21,2,165107,15,10,4,8,3,0,1,0,0,40,38
26,2,71009,9,13,4,9,1,1,1,0,0,40,29
20,2,291407,1,7,4,5,3,1,0,0,0,40,38
54,2,38795,6,5,5,2,4,0,0,0,0,40,38
25,2,105930,11,9,4,7,3,0,1,0,0,40,38
26,2,206600,9,13,4,2,3,0,0,0,0,40,25
25,2,210794,15,10,4,6,3,0,1,0,0,40,38
52,2,282674,11,9,2,13,0,1,0,0,0,40,38
32,2,235847,15,10,4,3,2,0,1,0,0,50,38
48,2,69586,15,10,0,0,1,1,0,0,0,40,38
44,2,271756,11,9,2,0,0,1,0,0,0,40,38
62,2,143312,15,10,0,7,1,0,1,0,0,60,38
47,2,26950,12,14,0,11,1,0,1,0,0,6,38
60,2,162947,4,3,0,6,1,0,1,0,0,40,32
28,2,213081,1,7,4,7,1,1,1,0,0,40,22
30,2,226535,11,9,4,13,1,0,0,4865,0,40,38
39,2,106183,11,9,0,7,4,1,1,6849,0,40,38
47,1,122206,11,9,2,13,0,0,0,0,0,20,38
54,2,111469,15,10,0,3,1,0,1,0,0,40,38
34,2,80058,14,15,4,3,3,0,0,0,0,50,38
31,2,258849,8,11,4,0,4,1,1,0,0,40,38
24,2,174413,8,11,2,0,5,0,1,0,0,40,38
35,2,215323,8,11,0,7,4,0,1,0,0,35,38
49,4,34845,8,11,0,13,1,0,0,0,0,48,38
90,2,197613,11,9,4,0,1,0,1,0,0,40,38
56,2,174744,11,9,2,7,0,0,0,0,0,40,38
27,2,55390,15,10,4,4,3,0,0,0,0,45,38
26,2,37202,9,13,4,9,1,0,1,0,0,45,38
41,2,49797,11,9,2,2,0,0,0,0,0,40,38
52,2,416129,13,1,2,7,1,0,0,0,0,40,7
47,2,173271,11,9,0,0,4,0,1,0,0,40,38
53,2,157229,7,12,2,11,5,1,1,0,0,40,18
36,2,130808,15,10,2,2,0,0,0,0,0,40,38
71,4,163293,14,15,2,4,0,0,0,0,0,2,38
23,2,84726,7,12,2,4,5,0,1,0,0,45,10
25,2,106889,11,9,2,0,5,0,1,0,0,30,38
29,2,71067,14,15,4,9,1,0,1,0,0,55,38
23,2,203139,15,10,4,7,2,0,1,0,0,40,38
24,2,275421,8,11,4,6,3,0,1,0,0,40,38
33,2,38848,9,13,0,3,1,0,0,0,0,40,38
21,2,348092,11,9,4,7,1,1,0,0,0,40,13
42,2,222884,9,13,4,3,1,0,0,0,0,55,38
35,2,241998,11,9,4,5,1,0,0,0,0,30,38
53,2,90624,1,7,2,2,0,1,0,0,0,40,38
25,2,222089,11,9,4,7,4,1,1,0,0,40,36
55,2,104996,5,4,2,13,0,0,0,0,0,50,38
21,1,129050,15,10,4,9,3,0,1,0,0,35,38
23,2,408988,15,10,4,0,4,0,1,0,0,38,38
32,2,126173,11,9,5,2,1,0,0,0,0,40,38
18,2,230215,15,10,4,7,3,0,0,0,0,30,38
63,2,187635,11,9,4,3,1,0,0,0,0,40,38
27,2,198197,9,13,4,12,1,0,0,0,0,45,38
31,4,24504,11,9,4,2,4,0,0,0,0,50,38
39,1,134367,11,9,4,0,3,0,1,0,0,35,38
47,2,167159,11,9,0,6,1,0,0,4650,0,40,38
21,2,194096,15,10,4,7,3,0,1,0,0,40,38
23,2,343019,0,6,4,7,1,0,1,0,0,40,38
59,2,113838,11,9,0,7,1,0,1,0,0,40,38
51,2,158508,15,10,0,3,1,0,1,0,0,36,38
52,5,216342,9,13,6,3,4,0,1,0,0,55,38
23,2,359759,11,9,4,2,3,1,0,0,0,40,29
45,2,176341,11,9,0,7,4,0,1,0,0,32,38
55,2,183884,11,9,0,2,1,0,0,0,0,45,38
46,2,230806,15,10,4,3,1,0,1,0,0,40,38
40,2,125461,11,9,2,5,0,0,0,0,0,40,38
35,2,237091,11,9,2,8,2,0,1,0,0,20,3
33,2,224141,11,9,2,7,0,0,0,0,0,40,38
24,2,88126,11,9,4,2,1,0,0,0,0,40,38
38,3,85566,15,10,4,11,1,0,0,0,0,65,38
36,1,382635,9,13,0,0,4,0,1,0,0,35,15
31,2,49325,11,9,2,6,0,0,0,0,0,40,38
42,2,159911,11,9,2,7,5,0,1,0,0,24,38
50,2,104729,11,9,0,6,2,0,1,0,0,48,38
47,1,109705,11,9,0,3,1,0,1,0,0,40,38
25,2,257910,9,13,4,9,1,0,0,0,0,45,38
37,2,166339,15,10,0,12,4,0,1,0,0,40,38
34,2,344073,11,9,5,0,1,0,0,0,0,40,38
36,2,206521,11,9,4,6,1,0,0,0,0,40,38
24,2,303296,15,10,2,0,5,1,1,0,0,40,24
57,2,121821,3,2,2,7,0,1,0,0,0,40,5
61,2,477209,5,4,2,4,0,0,0,0,0,54,38
20,2,153516,15,10,4,0,3,0,0,0,0,30,38
28,2,138976,11,9,4,2,1,1,0,0,0,48,38
24,5,249385,9,13,4,0,2,0,1,0,0,10,38
24,0,210736,11,9,4,0,1,0,1,0,1974,40,38
33,1,557359,11,9,2,5,0,1,0,0,0,40,38
51,2,256051,1,7,2,13,0,1,0,0,1628,40,38
26,2,203492,11,9,0,2,1,0,0,0,0,40,38
55,2,200327,11,9,2,0,5,0,1,0,0,18,38
40,2,225823,15,10,0,2,1,0,0,0,0,60,38
32,1,190228,11,9,2,7,0,0,0,0,0,40,38
36,2,301227,4,3,5,8,4,1,1,0,0,35,25
32,2,167106,11,9,2,11,0,1,0,0,0,40,16
19,2,196119,11,9,4,11,3,0,1,0,0,35,38
22,2,155362,11,9,4,11,3,0,1,0,0,35,38
38,2,210844,15,10,2,2,0,0,0,0,2042,40,3
21,5,24008,15,10,4,2,3,0,0,0,0,35,38
47,2,213304,4,3,5,7,4,0,1,0,0,40,7
50,2,142073,11,9,3,3,1,0,1,0,0,55,38
90,2,47929,11,9,2,6,0,0,0,0,0,40,38
17,2,413557,1,7,4,0,3,0,1,0,0,32,38
71,2,258126,6,5,2,10,0,0,0,0,0,39,4
61,4,92178,1,7,2,7,0,0,0,0,0,40,38
45,3,179030,9,13,2,7,2,1,1,0,0,35,34
48,5,120131,9,13,0,9,1,0,0,0,0,40,38
29,4,70604,11,9,2,4,0,0,0,3464,0,40,38
33,2,107142,2,8,4,2,4,0,0,0,0,40,38
27,2,215873,11,9,4,6,3,1,0,0,0,40,38
52,2,256916,11,9,2,3,0,0,0,0,0,40,38
18,5,272918,11,9,4,0,3,1,0,0,0,15,38
27,2,129528,15,10,4,11,1,0,1,0,0,40,38
21,2,301199,15,10,4,6,3,0,1,0,0,40,38
28,2,451742,11,9,0,3,1,0,1,0,0,40,38
27,2,183523,15,10,2,13,0,0,0,0,0,40,38
20,1,312427,11,9,2,10,0,1,0,0,0,30,32
28,4,160786,11,9,4,2,3,0,0,0,0,40,38
23,5,93076,11,9,4,7,3,1,0,0,0,40,38
64,2,174826,11,9,0,6,1,0,1,0,0,40,38
19,2,60661,11,9,4,5,3,0,0,0,0,52,38
40,2,232820,8,11,0,3,4,1,1,0,0,40,38
23,2,345577,9,13,4,0,1,0,1,0,0,46,38
36,2,473547,11,9,2,2,0,1,0,0,0,30,38
35,2,114765,9,13,0,11,1,0,1,0,0,40,38
24,2,161092,9,13,4,3,3,0,0,0,0,40,38
42,2,76280,11,9,2,3,5,0,1,0,0,40,38
20,1,186213,15,10,4,9,3,0,0,0,0,38,38
37,2,92028,9,13,4,3,1,0,0,0,0,45,38
57,2,111553,6,5,2,13,0,0,0,0,0,50,38
29,2,337953,11,9,2,11,0,0,0,0,0,40,38
49,2,191277,8,11,0,2,3,0,0,0,0,30,36
25,2,108658,11,9,4,3,1,0,0,0,0,45,38
23,2,95989,15,10,4,7,3,0,1,0,0,30,38
21,3,153516,15,10,4,2,3,0,0,0,0,40,38
23,2,149704,11,9,4,0,3,0,1,0,0,40,38
35,2,148581,11,9,2,2,0,0,0,0,1740,40,38
61,2,273803,11,9,2,2,0,0,0,0,0,40,38
46,0,44706,9,13,0,9,4,0,1,0,0,50,38
33,2,241697,15,10,3,11,4,1,0,0,1602,40,38
18,2,391585,11,9,4,6,2,0,1,0,0,40,38
21,2,67244,11,9,4,11,4,0,1,0,0,40,38
24,1,84257,9,13,4,9,1,0,0,0,0,50,38
28,2,107411,11,9,4,3,1,0,1,0,0,45,38
56,2,136472,5,4,2,6,0,1,0,0,0,48,38
22,2,180190,15,10,4,2,1,0,0,0,0,40,38
17,2,95909,1,7,4,5,3,0,0,0,0,12,38
27,2,221912,11,9,4,5,3,0,0,0,0,40,38
26,2,196866,11,9,4,11,1,0,1,0,0,38,38
18,2,27620,11,9,4,0,1,0,1,0,0,25,38
20,2,236592,1,7,4,11,3,0,1,0,0,25,38
23,2,65481,11,9,2,6,5,0,1,0,0,40,38
23,2,45834,9,13,4,3,1,0,1,0,0,50,38
37,2,95855,11,9,0,10,4,0,1,0,0,40,38
52,2,117496,9,13,0,9,4,0,1,0,1755,40,38
20,2,120046,15,10,4,0,3,0,0,0,0,25,38
18,2,115630,1,7,4,0,3,1,0,0,0,20,38
34,2,105493,12,14,0,9,4,0,1,0,0,40,38
51,2,253357,11,9,2,2,0,0,0,0,0,40,38
57,2,329792,5,4,0,13,4,0,0,0,0,75,38
36,2,389725,15,10,0,0,1,0,0,0,0,45,38
24,2,314165,15,10,4,3,3,0,0,0,0,20,38
59,2,656036,9,13,5,0,4,0,0,0,0,60,38
64,4,30664,8,11,2,4,0,0,0,0,0,30,38
25,2,60358,11,9,2,6,0,0,0,0,0,45,38
29,0,157313,8,11,4,9,1,0,1,0,0,40,38
28,2,154571,15,10,2,3,0,1,0,0,0,40,29
26,2,37898,8,11,4,2,1,0,0,0,0,65,38
22,2,369084,15,10,4,2,3,0,0,0,0,40,38
68,4,166083,11,9,2,3,0,0,0,0,0,40,38
39,2,186420,11,9,0,0,1,0,1,0,0,40,38
53,2,23686,9,13,0,3,1,0,1,0,1741,40,38
46,1,102308,11,9,4,2,3,0,0,0,0,40,38
32,1,110100,8,11,0,9,4,1,1,0,0,40,38
30,5,252818,15,10,4,9,1,0,1,0,0,40,38
67,2,192995,11,9,6,0,4,0,1,6723,0,40,38
23,2,204141,15,10,4,0,3,0,0,0,0,40,38
27,2,122913,5,4,2,13,0,0,0,0,0,40,38
33,2,126950,11,9,2,13,0,0,0,0,0,60,38
35,2,267891,11,9,2,7,5,0,1,0,0,38,38
24,2,258120,9,13,4,11,1,0,0,0,0,55,22
24,2,114292,15,10,4,2,4,0,0,0,0,40,38
24,2,165107,8,11,2,0,5,0,1,0,0,40,38
27,2,204098,0,6,4,2,1,0,0,0,0,30,38
41,2,194710,11,9,4,3,1,0,1,0,0,40,38
37,2,88215,12,14,4,9,1,1,1,0,0,40,2
58,2,105060,15,10,4,0,1,1,1,0,0,37,38
44,4,138975,11,9,2,2,0,0,0,0,0,55,38
29,2,425830,7,12,4,11,1,0,0,0,0,40,38
56,1,238405,11,9,6,0,1,0,1,0,0,40,38
63,2,170815,15,10,2,9,0,0,0,0,0,38,38
51,3,126850,11,9,2,13,0,0,0,0,0,65,38
25,2,180212,11,9,4,0,4,1,1,0,0,40,38
27,2,244402,7,12,4,3,1,0,1,0,0,40,38
29,4,132686,14,15,4,9,3,0,0,0,0,50,21
31,2,159187,15,10,2,2,0,0,0,0,0,40,38
18,2,257980,11,9,4,6,1,0,0,0,0,40,38
36,2,128392,9,13,0,3,1,0,0,4787,0,40,38
55,2,106498,0,6,6,13,1,1,1,0,0,35,38
17,2,60562,6,5,4,7,3,0,1,0,0,20,38
53,2,149784,11,9,2,6,0,0,0,0,0,40,38
21,2,226668,8,11,4,2,1,1,0,0,0,40,38
28,2,204516,0,6,4,13,1,0,0,0,0,45,38
20,2,79691,11,9,4,6,3,0,0,0,0,40,38
29,2,146014,11,9,0,2,1,0,0,0,0,50,38
18,2,187790,11,9,4,0,3,0,1,0,0,40,38
48,2,80430,1,7,4,7,1,0,1,0,0,30,38
20,5,68358,15,10,4,0,3,0,1,0,0,10,38
24,2,215890,11,9,2,0,0,0,0,0,0,40,38
33,1,224185,11,9,2,2,0,0,0,0,0,40,38
47,2,140664,9,13,0,11,1,0,0,0,0,45,38
24,2,182342,11,9,4,5,1,0,0,0,0,40,38
32,2,29144,9,13,4,11,1,0,0,0,0,35,38
38,2,51838,11,9,2,9,5,0,1,0,0,40,38
45,2,115187,8,11,0,6,3,0,1,0,0,40,38
19,2,214678,11,9,4,7,3,0,0,0,0,30,38
34,2,34374,15,10,4,7,1,0,0,0,0,50,38
29,5,51461,7,12,4,12,1,0,0,0,0,45,38
34,2,169583,12,14,4,3,1,0,1,0,0,50,38
27,1,113054,9,13,4,10,1,0,1,0,0,32,38
21,2,121023,15,10,4,7,3,0,1,0,0,9,38
21,2,164019,15,10,4,4,3,1,0,0,0,10,38
29,2,340534,11,9,4,0,1,0,1,0,0,44,38
26,2,183077,8,11,4,0,3,0,1,0,0,40,38
28,1,104329,15,10,2,10,0,0,0,0,0,50,38
26,2,122485,11,9,4,2,1,0,0,4416,0,40,38
37,2,295127,15,10,0,7,1,0,0,0,0,47,38
64,2,110212,11,9,2,7,0,1,0,0,0,40,38
58,2,153551,11,9,0,11,4,0,1,0,0,23,38
74,4,392886,11,9,6,4,1,0,1,0,0,14,38
51,2,251487,5,4,6,6,1,1,1,0,0,40,38
23,2,287681,11,9,4,2,3,0,0,0,0,40,3
43,2,186188,15,10,0,3,4,0,1,0,0,45,19
28,2,480861,11,9,2,6,0,0,0,0,0,45,38
50,2,330543,13,1,2,7,0,0,0,0,0,40,25
36,1,174640,8,11,4,10,1,1,1,0,0,60,38
32,5,317647,11,9,4,13,3,0,0,0,0,40,38
77,2,142646,5,4,6,8,4,0,1,0,0,23,38
24,2,461678,15,10,2,4,0,0,0,0,0,50,38
27,2,209085,11,9,4,11,2,0,0,0,0,45,38
42,2,318255,11,9,0,0,4,0,1,0,0,40,38
35,2,80479,8,11,0,11,1,0,0,0,0,40,38
54,4,155496,15,10,4,7,4,0,1,2176,0,40,38
59,2,226922,11,9,0,11,4,0,1,0,1762,30,38
25,2,405281,15,10,4,2,1,0,0,0,0,40,38
47,2,431245,5,4,2,2,0,0,0,0,0,40,38
34,2,202210,11,9,4,7,4,1,1,0,0,40,38
23,2,205865,11,9,2,6,0,0,0,0,2179,60,38
27,2,23940,11,9,4,5,2,1,0,0,0,40,38
34,2,229731,11,9,3,7,1,0,1,0,0,35,7
38,4,344480,11,9,2,2,0,0,0,4064,0,40,38
18,2,276540,2,8,4,11,3,1,1,0,0,15,38
24,2,151443,11,9,4,6,2,1,1,0,0,30,38
22,2,369549,15,10,4,7,1,1,1,0,0,30,38
38,2,188503,15,10,4,0,4,0,1,6497,0,35,38
44,2,230684,11,9,2,13,0,0,0,0,0,45,38
28,2,138692,15,10,4,2,3,0,0,0,0,50,38
24,2,206008,7,12,4,9,3,1,0,0,0,20,38
17,2,219199,0,6,4,7,3,1,0,0,0,15,38
48,4,136455,15,10,2,7,5,0,1,0,0,60,38
37,1,244341,15,10,4,0,4,1,1,0,0,40,38
46,2,142490,15,10,0,6,1,1,1,0,0,40,38
24,2,176389,11,9,2,2,0,0,0,0,0,40,38
50,4,175456,11,9,2,4,0,0,0,0,0,50,38
29,2,119793,15,10,4,11,2,0,0,0,0,50,38
71,2,212806,11,9,2,11,0,0,0,0,0,36,38
35,2,199288,1,7,5,13,1,0,0,0,0,90,38
21,2,321426,15,10,4,11,4,0,1,0,0,49,38
56,2,76142,11,9,0,7,4,0,1,0,0,40,38
44,2,171615,11,9,2,13,0,0,0,0,0,45,38
64,4,234192,5,4,2,4,0,0,0,0,0,80,38
44,4,33121,15,10,2,4,0,0,0,0,0,72,38
54,2,103580,7,12,0,3,4,0,1,0,0,55,38
25,2,150553,6,5,3,0,4,1,1,0,0,40,39
44,2,222978,11,9,0,11,1,0,1,0,1504,40,38
51,1,169182,5,4,0,7,4,0,1,0,0,40,3
29,1,302422,8,11,4,10,1,0,0,0,1564,56,38
29,2,208406,7,12,4,0,1,0,0,0,0,40,38
38,5,364958,11,9,2,0,0,0,0,3464,0,40,38
58,2,314153,11,9,2,2,0,0,0,0,0,40,38
45,2,81400,3,2,2,7,5,0,1,0,0,25,7
32,2,170983,11,9,4,11,1,0,0,0,0,40,38
27,2,204984,15,10,2,0,0,0,0,0,1579,40,38
27,2,152683,11,9,2,13,0,0,0,3908,0,35,38
27,2,157612,9,13,4,9,1,0,1,0,0,55,38
18,1,36411,2,8,4,9,3,0,0,0,0,30,38
38,4,168826,15,10,2,2,0,0,0,0,0,35,38
18,2,79077,2,8,4,5,3,0,0,0,0,22,38
24,2,197554,11,9,4,0,3,0,1,0,0,40,38
21,3,265116,15,10,4,3,1,0,0,0,0,40,38
32,2,94235,11,9,2,2,0,0,0,0,0,40,38
61,2,146788,5,4,2,13,0,0,0,0,0,40,38
34,2,169564,11,9,0,6,4,0,1,0,0,40,38
25,2,182656,8,11,0,0,4,0,1,0,0,40,38
22,2,237386,8,11,4,9,1,0,0,0,0,50,38
27,1,29174,9,13,4,9,4,0,1,0,0,40,38
52,2,98980,11,9,0,13,1,0,0,0,0,40,38
53,2,194995,4,3,2,2,0,0,0,0,0,45,21
64,2,91343,15,10,6,12,4,0,1,0,0,40,38
32,2,56150,11,9,2,11,0,0,0,0,0,40,38
23,2,61777,9,13,2,11,0,0,0,2580,0,40,38
37,5,26898,7,12,4,0,1,0,1,0,0,40,38
38,2,391040,8,11,5,12,4,0,1,0,0,20,38
53,2,165745,11,9,2,2,0,0,0,0,0,40,38
21,2,170800,11,9,4,11,3,0,1,0,0,30,38
49,3,235646,11,9,4,2,1,0,0,0,0,47,38
25,1,100125,9,13,4,0,1,0,1,0,0,40,38
56,1,183169,12,14,6,9,1,0,1,0,0,40,38
30,2,145139,11,9,4,2,1,0,0,0,0,45,38
